buyin,tourn_id,table,hand_id,date,time,table_size,level,playing,seat,name,stack,position,action_pre,action_flop,action_turn,action_river,all_in,cards,board_flop,board_turn,board_river,combination,pot_pre,pot_flop,pot_turn,pot_river,ante,blinds,bet_pre,bet_flop,bet_turn,bet_river,result,balance
$0.92+$0.08,2956575443,1,216245603838,2020-07-09,15:38:52,3,1,3,3,6ce617c1,375,SB,folds,x,x,x,False,--,Js Qs Qh,4c,7h,,50,90,130,510,0,10,10,0,0,0,gave up,-10
$0.92+$0.08,2956575443,1,216245618180,2020-07-09,15:39:16,3,1,3,1,900aa28b,150,SB,raises,x,x,shows,True,Jh Jc,5c Qc 9h,Qh,2h,"two pair, Queens and Jacks",300,300,300,300,0,10,150,0,0,0,won,150
$0.92+$0.08,2956575443,1,216245618180,2020-07-09,15:39:16,3,1,3,2,fa538846,985,BB,calls,x,x,shows,False,As 7s,5c Qc 9h,Qh,2h,a pair of Queens,300,300,300,300,0,20,150,0,0,0,lost,-150
$0.92+$0.08,2956575443,1,216245618180,2020-07-09,15:39:16,3,1,3,3,6ce617c1,365,BTN,folds,x,x,x,False,--,5c Qc 9h,Qh,2h,,300,300,300,300,0,0,0,0,0,0,gave up,0
$0.92+$0.08,2956575443,1,216245627580,2020-07-09,15:39:31,3,1,3,1,900aa28b,300,BTN,raises,bets,x,shows,True,Ac 5h,3s 2c Tc,6s,6c,a pair of Sixes,90,610,610,610,0,0,40,260,0,0,lost,-300
$0.92+$0.08,2956575443,1,216245627580,2020-07-09,15:39:31,3,1,3,2,fa538846,835,SB,folds,x,x,x,False,7c Jd,3s 2c Tc,6s,6c,,90,610,610,610,0,10,10,0,0,0,gave up,-10
$0.92+$0.08,2956575443,1,216245627580,2020-07-09,15:39:31,3,1,3,3,6ce617c1,365,BB,calls,checks-calls,x,shows,False,3h 2h,3s 2c Tc,6s,6c,"two pair, Sixes and Threes",90,610,610,610,0,20,40,260,0,0,won,310
$0.92+$0.08,2956575443,1,216245644647,2020-07-09,15:40:00,3,2,2,2,fa538846,825,BB,calls,checks-folds,x,x,False,Ah Ts,4c 3s Qd,0,0,,120,180,180,180,0,30,60,0,0,0,gave up,-60
$0.92+$0.08,2956575443,1,216245644647,2020-07-09,15:40:00,3,2,2,3,6ce617c1,675,SB,raises,bets,x,x,False,--,4c 3s Qd,0,0,,120,180,180,180,0,15,60,60,0,0,took chips,60
$0.92+$0.08,2956575443,1,216245656592,2020-07-09,15:40:20,3,2,2,2,fa538846,765,SB,calls,bets,checks,bets-doesn't,False,Td 7s,5c Ad Ac,8c,Ah,,60,120,120,240,0,15,30,30,0,120,took chips,60
$0.92+$0.08,2956575443,1,216245656592,2020-07-09,15:40:20,3,2,2,3,6ce617c1,735,BB,checks,checks-calls,checks,checks-folds,False,--,5c Ad Ac,8c,Ah,,60,120,120,240,0,30,30,30,0,0,gave up,-60
$0.92+$0.08,2956575443,1,216245671512,2020-07-09,15:40:45,3,2,2,2,fa538846,825,BB,doesn't,x,x,x,False,8h 5d,0,0,0,,45,45,45,45,0,30,30,0,0,0,took chips,15
$0.92+$0.08,2956575443,1,216245671512,2020-07-09,15:40:45,3,2,2,3,6ce617c1,675,SB,folds,x,x,x,False,--,0,0,0,,45,45,45,45,0,15,15,0,0,0,gave up,-15
$0.92+$0.08,2956575443,1,216245674329,2020-07-09,15:40:49,3,2,2,2,fa538846,840,SB,calls,calls,bets,folds,False,6d Kh,Ad As Qh,9d,Td,,60,120,180,210,0,15,30,30,30,0,gave up,-90
$0.92+$0.08,2956575443,1,216245674329,2020-07-09,15:40:49,3,2,2,3,6ce617c1,660,BB,checks,bets,checks-calls,bets,False,--,Ad As Qh,9d,Td,,60,120,180,210,0,30,30,30,30,30,took chips,90
$0.92+$0.08,2956575443,1,216245688872,2020-07-09,15:41:13,3,2,2,2,fa538846,750,BB,checks,checks-raises,bets,bets-doesn't,False,8d 9c,6d 2c 8s,2h,3h,,60,360,720,750,0,30,30,150,180,30,took chips,360
$0.92+$0.08,2956575443,1,216245688872,2020-07-09,15:41:13,3,2,2,3,6ce617c1,750,SB,calls,bets-calls,calls,folds,False,--,6d 2c 8s,2h,3h,,60,360,720,750,0,15,30,150,180,0,gave up,-360
$0.92+$0.08,2956575443,1,216245724941,2020-07-09,15:41:57,3,2,2,2,fa538846,1110,SB,folds,x,x,x,False,2d Kc,0,0,0,,45,45,45,45,0,15,15,0,0,0,gave up,-15
$0.92+$0.08,2956575443,1,216245724941,2020-07-09,15:41:57,3,2,2,3,6ce617c1,390,BB,x,x,x,x,False,--,0,0,0,,45,45,45,45,0,30,30,0,0,0,took chips,15
$0.92+$0.08,2956575443,1,216245728134,2020-07-09,15:42:02,3,2,2,2,fa538846,1095,BB,raises,x,x,shows,True,3c 3d,Tc 4d 7d,8d,2c,a pair of Threes,1500,1500,1500,1500,0,30,1095,0,0,0,lost,-405
$0.92+$0.08,2956575443,1,216245728134,2020-07-09,15:42:02,3,2,2,3,6ce617c1,405,SB,raises-calls,x,x,shows,True,8c Ac,Tc 4d 7d,8d,2c,a pair of Eights,1500,1500,1500,1500,0,15,405,0,0,0,won,405
$0.92+$0.08,2956575443,1,216245743433,2020-07-09,15:42:28,3,2,2,2,fa538846,690,SB,calls,folds,x,x,False,7d Qh,Th 9s 6h,0,0,,60,90,90,90,0,15,30,0,0,0,gave up,-30
$0.92+$0.08,2956575443,1,216245743433,2020-07-09,15:42:28,3,2,2,3,6ce617c1,810,BB,checks,bets,x,x,False,--,Th 9s 6h,0,0,,60,90,90,90,0,30,30,30,0,0,took chips,30
$0.92+$0.08,2956575443,1,216245750241,2020-07-09,15:42:39,3,2,2,2,fa538846,660,BB,checks,bets-calls,checks,checks-shows,False,3c 7c,4h 8c 6d,Ks,9d,high card King,60,180,180,180,0,30,30,60,0,0,lost,-90
$0.92+$0.08,2956575443,1,216245750241,2020-07-09,15:42:39,3,2,2,3,6ce617c1,840,SB,calls,raises,checks,checks-shows,False,6s Qc,4h 8c 6d,Ks,9d,a pair of Sixes,60,180,180,180,0,15,30,60,0,0,won,90
$0.92+$0.08,2956575443,1,216245763070,2020-07-09,15:43:00,3,3,2,2,fa538846,570,SB,folds,x,x,x,False,Qh 2d,0,0,0,,60,60,60,60,0,20,20,0,0,0,gave up,-20
$0.92+$0.08,2956575443,1,216245763070,2020-07-09,15:43:00,3,3,2,3,6ce617c1,930,BB,x,x,x,x,False,--,0,0,0,,60,60,60,60,0,40,40,0,0,0,took chips,20
$0.92+$0.08,2956575443,1,216245766063,2020-07-09,15:43:05,3,3,2,2,fa538846,550,BB,checks,checks-folds,x,x,False,2s 7h,Tc Qh 3h,0,0,,80,120,120,120,0,40,40,0,0,0,gave up,-40
$0.92+$0.08,2956575443,1,216245766063,2020-07-09,15:43:05,3,3,2,3,6ce617c1,950,SB,calls,bets,x,x,False,--,Tc Qh 3h,0,0,,80,120,120,120,0,20,40,40,0,0,took chips,40
$0.92+$0.08,2956575443,1,216245773255,2020-07-09,15:43:17,3,3,2,2,fa538846,510,SB,calls,checks,checks,checks-shows,False,8h Kd,9c 6h Jd,9h,5c,a pair of Nines,80,80,80,80,0,20,40,0,0,0,won,40
$0.92+$0.08,2956575443,1,216245773255,2020-07-09,15:43:17,3,3,2,3,6ce617c1,990,BB,checks,checks,checks,checks-shows,False,7c 4c,9c 6h Jd,9h,5c,a pair of Nines,80,80,80,80,0,40,40,0,0,0,lost,-40
$0.92+$0.08,2956575443,1,216245788278,2020-07-09,15:43:42,3,3,2,2,fa538846,550,BB,checks,checks-raises,checks,bets-doesn't,True,2c 5c,Jh Th 9h,9d,9c,,80,240,240,670,0,40,40,80,0,430,took chips,120
$0.92+$0.08,2956575443,1,216245788278,2020-07-09,15:43:42,3,3,2,3,6ce617c1,950,SB,calls,bets-calls,checks,folds,False,--,Jh Th 9h,9d,9c,,80,240,240,670,0,20,40,80,0,0,gave up,-120
$0.92+$0.08,2956575443,1,216245805127,2020-07-09,15:44:11,3,3,2,2,fa538846,670,SB,calls,folds,x,x,False,6h Ks,8d Td Ac,0,0,,80,120,120,120,0,20,40,0,0,0,gave up,-40
$0.92+$0.08,2956575443,1,216245805127,2020-07-09,15:44:11,3,3,2,3,6ce617c1,830,BB,checks,bets,x,x,False,--,8d Td Ac,0,0,,80,120,120,120,0,40,40,40,0,0,took chips,40
$0.92+$0.08,2956575443,1,216245811129,2020-07-09,15:44:21,3,3,2,2,fa538846,630,BB,checks,checks-folds,x,x,False,Ks Tc,9d Jd 7d,0,0,,80,120,120,120,0,40,40,0,0,0,gave up,-40
$0.92+$0.08,2956575443,1,216245811129,2020-07-09,15:44:21,3,3,2,3,6ce617c1,870,SB,calls,bets,x,x,False,--,9d Jd 7d,0,0,,80,120,120,120,0,20,40,40,0,0,took chips,40
$0.92+$0.08,2956575443,1,216245822018,2020-07-09,15:44:39,3,3,2,2,fa538846,590,SB,folds,x,x,x,False,2s 6d,0,0,0,,60,60,60,60,0,20,20,0,0,0,gave up,-20
$0.92+$0.08,2956575443,1,216245822018,2020-07-09,15:44:39,3,3,2,3,6ce617c1,910,BB,x,x,x,x,False,--,0,0,0,,60,60,60,60,0,40,40,0,0,0,took chips,20
$0.92+$0.08,2956575443,1,216245824725,2020-07-09,15:44:43,3,3,2,2,fa538846,570,BB,checks,bets,bets,checks-folds,False,9d 3d,2d Jd Jc,Ac,2h,,80,160,240,360,0,40,40,40,40,0,gave up,-120
$0.92+$0.08,2956575443,1,216245824725,2020-07-09,15:44:43,3,3,2,3,6ce617c1,930,SB,calls,calls,calls,bets,False,--,2d Jd Jc,Ac,2h,,80,160,240,360,0,20,40,40,40,120,took chips,120
$0.92+$0.08,2956575443,1,216245839324,2020-07-09,15:45:08,3,3,2,2,fa538846,450,SB,folds,x,x,x,False,6s 5d,0,0,0,,60,60,60,60,0,20,20,0,0,0,gave up,-20
$0.92+$0.08,2956575443,1,216245839324,2020-07-09,15:45:08,3,3,2,3,6ce617c1,1050,BB,x,x,x,x,False,--,0,0,0,,60,60,60,60,0,40,40,0,0,0,took chips,20
$0.92+$0.08,2956575443,1,216245842471,2020-07-09,15:45:12,3,3,2,2,fa538846,430,BB,checks,bets,bets-doesn't,x,False,7c 2c,8c Ah 6h,9c,0,,80,160,200,200,0,40,40,40,40,0,took chips,80
$0.92+$0.08,2956575443,1,216245842471,2020-07-09,15:45:12,3,3,2,3,6ce617c1,1070,SB,calls,calls,folds,x,False,--,8c Ah 6h,9c,0,,80,160,200,200,0,20,40,40,0,0,gave up,-80
$0.92+$0.08,2956575443,1,216245850250,2020-07-09,15:45:25,3,3,2,2,fa538846,510,SB,raises,bets-doesn't,x,x,False,Ah As,Ks 9s Kd,0,0,,160,200,200,200,0,20,80,40,0,0,took chips,80
$0.92+$0.08,2956575443,1,216245850250,2020-07-09,15:45:25,3,3,2,3,6ce617c1,990,BB,calls,checks-folds,x,x,False,--,Ks 9s Kd,0,0,,160,200,200,200,0,40,80,0,0,0,gave up,-80
$0.92+$0.08,2956575443,1,216245858559,2020-07-09,15:45:39,3,3,2,2,fa538846,590,BB,checks,bets-doesn't,x,x,False,9d Kd,6d Ks 6c,0,0,,80,120,120,120,0,40,40,40,0,0,took chips,40
$0.92+$0.08,2956575443,1,216245858559,2020-07-09,15:45:39,3,3,2,3,6ce617c1,910,SB,calls,folds,x,x,False,--,6d Ks 6c,0,0,,80,120,120,120,0,20,40,0,0,0,gave up,-40
$0.92+$0.08,2956575443,1,216245869348,2020-07-09,15:45:57,3,4,2,2,fa538846,630,SB,folds,x,x,x,False,3d 4c,0,0,0,,90,90,90,90,0,30,30,0,0,0,gave up,-30
$0.92+$0.08,2956575443,1,216245869348,2020-07-09,15:45:57,3,4,2,3,6ce617c1,870,BB,x,x,x,x,False,--,0,0,0,,90,90,90,90,0,60,60,0,0,0,took chips,30
$0.92+$0.08,2956575443,1,216245871686,2020-07-09,15:46:01,3,4,2,2,fa538846,600,BB,checks,checks-folds,x,x,False,4s 9s,Th 8c Qc,0,0,,120,180,180,180,0,60,60,0,0,0,gave up,-60
$0.92+$0.08,2956575443,1,216245871686,2020-07-09,15:46:01,3,4,2,3,6ce617c1,900,SB,calls,bets,x,x,False,--,Th 8c Qc,0,0,,120,180,180,180,0,30,60,60,0,0,took chips,60
$0.92+$0.08,2956575443,1,216245878519,2020-07-09,15:46:12,3,4,2,2,fa538846,540,SB,folds,x,x,x,False,4c 8d,0,0,0,,90,90,90,90,0,30,30,0,0,0,gave up,-30
$0.92+$0.08,2956575443,1,216245878519,2020-07-09,15:46:12,3,4,2,3,6ce617c1,960,BB,x,x,x,x,False,--,0,0,0,,90,90,90,90,0,60,60,0,0,0,took chips,30
$0.92+$0.08,2956575443,1,216245881281,2020-07-09,15:46:16,3,4,2,2,fa538846,510,BB,raises,bets-doesn't,x,x,False,6s 9c,2c Qh Kd,0,0,,240,480,480,480,0,60,120,240,0,0,took chips,120
$0.92+$0.08,2956575443,1,216245881281,2020-07-09,15:46:16,3,4,2,3,6ce617c1,990,SB,calls-calls,folds,x,x,False,--,2c Qh Kd,0,0,,240,480,480,480,0,30,120,0,0,0,gave up,-120
$0.92+$0.08,2956575443,1,216245890809,2020-07-09,15:46:32,3,4,2,2,fa538846,630,SB,folds,x,x,x,False,4c Jc,0,0,0,,90,90,90,90,0,30,30,0,0,0,gave up,-30
$0.92+$0.08,2956575443,1,216245890809,2020-07-09,15:46:32,3,4,2,3,6ce617c1,870,BB,x,x,x,x,False,--,0,0,0,,90,90,90,90,0,60,60,0,0,0,took chips,30
$0.92+$0.08,2956575443,1,216245893305,2020-07-09,15:46:36,3,4,2,2,fa538846,600,BB,checks,checks-folds,x,x,False,3h Qs,Ks 6c 7s,0,0,,120,180,180,180,0,60,60,0,0,0,gave up,-60
$0.92+$0.08,2956575443,1,216245893305,2020-07-09,15:46:36,3,4,2,3,6ce617c1,900,SB,calls,bets,x,x,False,--,Ks 6c 7s,0,0,,120,180,180,180,0,30,60,60,0,0,took chips,60
$0.92+$0.08,2956575443,1,216245900127,2020-07-09,15:46:47,3,4,2,2,fa538846,540,SB,folds,x,x,x,False,3c 4c,0,0,0,,90,90,90,90,0,30,30,0,0,0,gave up,-30
$0.92+$0.08,2956575443,1,216245900127,2020-07-09,15:46:47,3,4,2,3,6ce617c1,960,BB,x,x,x,x,False,--,0,0,0,,90,90,90,90,0,60,60,0,0,0,took chips,30
$0.92+$0.08,2956575443,1,216245902908,2020-07-09,15:46:52,3,4,2,2,fa538846,510,BB,folds,x,x,x,False,7s 9d,0,0,0,,180,180,180,180,0,60,60,0,0,0,gave up,-60
$0.92+$0.08,2956575443,1,216245902908,2020-07-09,15:46:52,3,4,2,3,6ce617c1,990,SB,raises,x,x,x,False,--,0,0,0,,180,180,180,180,0,30,120,0,0,0,took chips,60
$0.92+$0.08,2956575443,1,216245921274,2020-07-09,15:47:22,3,4,2,2,fa538846,450,SB,folds,x,x,x,False,8h 5d,0,0,0,,90,90,90,90,0,30,30,0,0,0,gave up,-30
$0.92+$0.08,2956575443,1,216245921274,2020-07-09,15:47:22,3,4,2,3,6ce617c1,1050,BB,x,x,x,x,False,--,0,0,0,,90,90,90,90,0,60,60,0,0,0,took chips,30
$0.92+$0.08,2956575443,1,216245923765,2020-07-09,15:47:26,3,4,2,2,fa538846,420,BB,folds,x,x,x,False,8c 7d,0,0,0,,180,180,180,180,0,60,60,0,0,0,gave up,-60
$0.92+$0.08,2956575443,1,216245923765,2020-07-09,15:47:26,3,4,2,3,6ce617c1,1080,SB,raises,x,x,x,False,--,0,0,0,,180,180,180,180,0,30,120,0,0,0,took chips,60
$0.92+$0.08,2956575443,1,216245929165,2020-07-09,15:47:35,3,4,2,2,fa538846,360,SB,calls,folds,x,x,False,6h 7h,7c Tc 4c,0,0,,120,180,180,180,0,30,60,0,0,0,gave up,-60
$0.92+$0.08,2956575443,1,216245929165,2020-07-09,15:47:35,3,4,2,3,6ce617c1,1140,BB,checks,bets,x,x,False,--,7c Tc 4c,0,0,,120,180,180,180,0,60,60,60,0,0,took chips,60
$0.92+$0.08,2956575443,1,216245937005,2020-07-09,15:47:48,3,4,2,2,fa538846,300,BB,raises,x,x,shows,True,Kh 6d,Ac 2h 8s,4s,3h,high card Ace,600,600,600,600,0,60,300,0,0,0,lost,-300
$0.92+$0.08,2956575443,1,216245937005,2020-07-09,15:47:48,3,4,2,3,6ce617c1,1200,SB,calls-calls,x,x,shows,False,6h 5s,Ac 2h 8s,4s,3h,"a straight, Deuce to Six",600,600,600,600,0,30,300,0,0,0,won,300
$0.92+$0.08,2956575444,1,216245526728,2020-07-09,15:36:44,3,1,3,1,7b26dd26,500,BTN,calls,bets,bets,checks-shows,False,9h 4h,8c 6d 4s,6s,Kh,"two pair, Sixes and Fours",60,100,140,140,0,0,20,20,20,0,won,80
$0.92+$0.08,2956575444,1,216245526728,2020-07-09,15:36:44,3,1,3,2,fa538846,500,SB,calls,checks-folds,x,x,False,5s Ad,8c 6d 4s,6s,Kh,,60,100,140,140,0,10,20,0,0,0,gave up,-20
$0.92+$0.08,2956575444,1,216245526728,2020-07-09,15:36:44,3,1,3,3,cf458cdc,500,BB,checks,checks-calls,checks-calls,checks-shows,False,7s 9c,8c 6d 4s,6s,Kh,a pair of Sixes,60,100,140,140,0,20,20,20,20,0,lost,-60
$0.92+$0.08,2956575444,1,216245552036,2020-07-09,15:37:26,3,1,3,1,7b26dd26,580,BB,folds,x,x,x,False,--,0,0,0,,100,100,100,100,0,20,20,0,0,0,gave up,-20
$0.92+$0.08,2956575444,1,216245552036,2020-07-09,15:37:26,3,1,3,2,fa538846,480,BTN,raises-doesn't,x,x,x,False,Js Jh,0,0,0,,100,100,100,100,0,0,70,0,0,0,took chips,30
$0.92+$0.08,2956575444,1,216245552036,2020-07-09,15:37:26,3,1,3,3,cf458cdc,440,SB,folds,x,x,x,False,--,0,0,0,,100,100,100,100,0,10,10,0,0,0,gave up,-10
$0.92+$0.08,2956575444,1,216245559018,2020-07-09,15:37:38,3,1,3,1,7b26dd26,560,SB,raises-doesn't,x,x,x,False,--,0,0,0,,60,60,60,60,0,10,40,0,0,0,took chips,20
$0.92+$0.08,2956575444,1,216245559018,2020-07-09,15:37:38,3,1,3,2,fa538846,510,BB,folds,x,x,x,False,9c 7d,0,0,0,,60,60,60,60,0,20,20,0,0,0,gave up,-20
$0.92+$0.08,2956575444,1,216245559018,2020-07-09,15:37:38,3,1,3,3,cf458cdc,430,BTN,folds,x,x,x,False,--,0,0,0,,60,60,60,60,0,0,0,0,0,0,gave up,0
$0.92+$0.08,2956575444,1,216245566531,2020-07-09,15:37:50,3,1,3,1,7b26dd26,580,BTN,folds,x,x,x,False,--,0,0,0,,30,30,30,30,0,0,0,0,0,0,gave up,0
$0.92+$0.08,2956575444,1,216245566531,2020-07-09,15:37:50,3,1,3,2,fa538846,490,SB,folds,x,x,x,False,2h 8s,0,0,0,,30,30,30,30,0,10,10,0,0,0,gave up,-10
$0.92+$0.08,2956575444,1,216245566531,2020-07-09,15:37:50,3,1,3,3,cf458cdc,430,BB,x,x,x,x,False,--,0,0,0,,30,30,30,30,0,20,20,0,0,0,took chips,10
$0.92+$0.08,2956575444,1,216245570559,2020-07-09,15:37:57,3,1,3,1,7b26dd26,580,BB,checks,folds,x,x,False,--,7d Js Qc,0,0,,40,80,80,80,0,20,20,0,0,0,gave up,-20
$0.92+$0.08,2956575444,1,216245570559,2020-07-09,15:37:57,3,1,3,2,fa538846,480,BTN,folds,x,x,x,False,Kh 4d,7d Js Qc,0,0,,40,80,80,80,0,0,0,0,0,0,gave up,0
$0.92+$0.08,2956575444,1,216245570559,2020-07-09,15:37:57,3,1,3,3,cf458cdc,440,SB,calls,bets,x,x,False,--,7d Js Qc,0,0,,40,80,80,80,0,10,20,40,0,0,took chips,20
$0.92+$0.08,2956575444,1,216245579385,2020-07-09,15:38:11,3,1,3,1,7b26dd26,560,SB,raises,x,x,shows,True,Td Ts,2d 4s Qh,5c,4h,"two pair, Tens and Fours",1040,1040,1040,1040,0,10,560,0,0,0,lost,-460
$0.92+$0.08,2956575444,1,216245579385,2020-07-09,15:38:11,3,1,3,2,fa538846,480,BB,folds,x,x,x,False,9d 2h,2d 4s Qh,5c,4h,,1040,1040,1040,1040,0,20,20,0,0,0,gave up,-20
$0.92+$0.08,2956575444,1,216245579385,2020-07-09,15:38:11,3,1,3,3,cf458cdc,460,BTN,raises-calls,x,x,shows,True,Ks Qd,2d 4s Qh,5c,4h,"two pair, Queens and Fours",1040,1040,1040,1040,0,0,460,0,0,0,won,480
$0.92+$0.08,2956575444,1,216245589674,2020-07-09,15:38:29,3,1,3,1,7b26dd26,100,BTN,folds,x,x,x,False,--,0,0,0,,30,30,30,30,0,0,0,0,0,0,gave up,0
$0.92+$0.08,2956575444,1,216245589674,2020-07-09,15:38:29,3,1,3,2,fa538846,460,SB,folds,x,x,x,False,Qs 2s,0,0,0,,30,30,30,30,0,10,10,0,0,0,gave up,-10
$0.92+$0.08,2956575444,1,216245589674,2020-07-09,15:38:29,3,1,3,3,cf458cdc,940,BB,x,x,x,x,False,--,0,0,0,,30,30,30,30,0,20,20,0,0,0,took chips,10
$0.92+$0.08,2956575444,1,216245594283,2020-07-09,15:38:36,3,1,3,1,7b26dd26,100,BB,raises-doesn't,x,x,x,True,--,0,0,0,,120,120,120,120,0,20,100,0,0,0,took chips,20
$0.92+$0.08,2956575444,1,216245594283,2020-07-09,15:38:36,3,1,3,2,fa538846,450,BTN,folds,x,x,x,False,2d 4s,0,0,0,,120,120,120,120,0,0,0,0,0,0,gave up,0
$0.92+$0.08,2956575444,1,216245594283,2020-07-09,15:38:36,3,1,3,3,cf458cdc,950,SB,calls-folds,x,x,x,False,--,0,0,0,,120,120,120,120,0,10,20,0,0,0,gave up,-20
$0.92+$0.08,2956575444,1,216245605948,2020-07-09,15:38:56,3,2,3,1,7b26dd26,120,SB,calls,checks-calls,x,shows,True,8c Jc,Ts Kd Tc,Js,Ac,"two pair, Jacks and Tens",150,270,270,270,0,15,60,60,0,0,lost,-120
$0.92+$0.08,2956575444,1,216245605948,2020-07-09,15:38:56,3,2,3,2,fa538846,450,BB,folds,x,x,x,False,8d 6h,Ts Kd Tc,Js,Ac,,150,270,270,270,0,30,30,0,0,0,gave up,-30
$0.92+$0.08,2956575444,1,216245605948,2020-07-09,15:38:56,3,2,3,3,cf458cdc,930,BTN,raises,bets,x,shows,False,As 5c,Ts Kd Tc,Js,Ac,"two pair, Aces and Tens",150,270,270,270,0,0,60,60,0,0,won,150
$0.92+$0.08,2956575444,1,216245629730,2020-07-09,15:39:35,3,2,2,2,fa538846,420,SB,calls-folds,x,x,x,False,Td 7c,0,0,0,,1110,1110,1110,1110,0,15,30,0,0,0,gave up,-30
$0.92+$0.08,2956575444,1,216245629730,2020-07-09,15:39:35,3,2,2,3,cf458cdc,1080,BB,raises,x,x,x,True,--,0,0,0,,1110,1110,1110,1110,0,30,1080,0,0,0,took chips,30
$0.92+$0.08,2956575444,1,216245634805,2020-07-09,15:39:44,3,2,2,2,fa538846,390,BB,checks,checks-calls,checks,bets-doesn't,False,2c Ac,Td As 2h,5h,6h,,60,120,120,150,0,30,30,30,0,30,took chips,60
$0.92+$0.08,2956575444,1,216245634805,2020-07-09,15:39:44,3,2,2,3,cf458cdc,1110,SB,calls,bets,checks,folds,False,--,Td As 2h,5h,6h,,60,120,120,150,0,15,30,30,0,0,gave up,-60
$0.92+$0.08,2956575444,1,216245649886,2020-07-09,15:40:09,3,2,2,2,fa538846,450,SB,folds,x,x,x,False,9d 5s,0,0,0,,45,45,45,45,0,15,15,0,0,0,gave up,-15
$0.92+$0.08,2956575444,1,216245649886,2020-07-09,15:40:09,3,2,2,3,cf458cdc,1050,BB,x,x,x,x,False,--,0,0,0,,45,45,45,45,0,30,30,0,0,0,took chips,15
$0.92+$0.08,2956575444,1,216245653282,2020-07-09,15:40:14,3,2,2,2,fa538846,435,BB,checks,bets-folds,x,x,False,6d 2c,Tc 6c 4s,0,0,,60,240,240,240,0,30,30,30,0,0,gave up,-60
$0.92+$0.08,2956575444,1,216245653282,2020-07-09,15:40:14,3,2,2,3,cf458cdc,1065,SB,calls,raises,x,x,False,--,Tc 6c 4s,0,0,,60,240,240,240,0,15,30,150,0,0,took chips,60
$0.92+$0.08,2956575444,1,216245664627,2020-07-09,15:40:33,3,2,2,2,fa538846,375,SB,folds,x,x,x,False,7c 3d,0,0,0,,45,45,45,45,0,15,15,0,0,0,gave up,-15
$0.92+$0.08,2956575444,1,216245664627,2020-07-09,15:40:33,3,2,2,3,cf458cdc,1125,BB,x,x,x,x,False,--,0,0,0,,45,45,45,45,0,30,30,0,0,0,took chips,15
$0.92+$0.08,2956575444,1,216245669393,2020-07-09,15:40:41,3,2,2,2,fa538846,360,BB,checks,checks-folds,x,x,False,2s 6d,7s 9c Qc,0,0,,60,90,90,90,0,30,30,0,0,0,gave up,-30
$0.92+$0.08,2956575444,1,216245669393,2020-07-09,15:40:41,3,2,2,3,cf458cdc,1140,SB,calls,bets,x,x,False,--,7s 9c Qc,0,0,,60,90,90,90,0,15,30,30,0,0,took chips,30
$0.92+$0.08,2956575444,1,216245679700,2020-07-09,15:40:58,3,3,2,2,fa538846,330,SB,folds,x,x,x,False,7s 3d,0,0,0,,60,60,60,60,0,20,20,0,0,0,gave up,-20
$0.92+$0.08,2956575444,1,216245679700,2020-07-09,15:40:58,3,3,2,3,cf458cdc,1170,BB,x,x,x,x,False,--,0,0,0,,60,60,60,60,0,40,40,0,0,0,took chips,20
$0.92+$0.08,2956575444,1,216245684002,2020-07-09,15:41:05,3,3,2,2,fa538846,310,BB,checks,checks,checks-calls,checks-shows,False,As Ac,8s 2h Tc,Qh,5s,a pair of Aces,80,80,160,160,0,40,40,0,40,0,won,80
$0.92+$0.08,2956575444,1,216245684002,2020-07-09,15:41:05,3,3,2,3,cf458cdc,1190,SB,calls,checks,bets,checks-mucks,False,Kh 9h,8s 2h Tc,Qh,5s,,80,80,160,160,0,20,40,0,40,0,lost,-80
$0.92+$0.08,2956575444,1,216245700340,2020-07-09,15:41:33,3,3,2,2,fa538846,390,SB,raises-doesn't,x,x,x,True,7d 7h,0,0,0,,430,430,430,430,0,20,390,0,0,0,took chips,40
$0.92+$0.08,2956575444,1,216245700340,2020-07-09,15:41:33,3,3,2,3,cf458cdc,1110,BB,folds,x,x,x,False,--,0,0,0,,430,430,430,430,0,40,40,0,0,0,gave up,-40
$0.92+$0.08,2956575444,1,216245704363,2020-07-09,15:41:39,3,3,2,2,fa538846,430,BB,checks,checks,checks,checks-shows,False,Th Qd,3s 6d 5c,7d,8c,high card Queen,80,80,80,80,0,40,40,0,0,0,lost,-40
$0.92+$0.08,2956575444,1,216245704363,2020-07-09,15:41:39,3,3,2,3,cf458cdc,1070,SB,calls,checks,checks,checks-shows,False,8h 5h,3s 6d 5c,7d,8c,"two pair, Eights and Fives",80,80,80,80,0,20,40,0,0,0,won,40
$0.92+$0.08,2956575444,1,216245745030,2020-07-09,15:42:30,3,3,2,2,fa538846,390,SB,folds,x,x,x,False,5c 2c,0,0,0,,60,60,60,60,0,20,20,0,0,0,gave up,-20
$0.92+$0.08,2956575444,1,216245745030,2020-07-09,15:42:30,3,3,2,3,cf458cdc,1110,BB,x,x,x,x,False,--,0,0,0,,60,60,60,60,0,40,40,0,0,0,took chips,20
$0.92+$0.08,2956575444,1,216245749123,2020-07-09,15:42:37,3,3,2,2,fa538846,370,BB,folds,x,x,x,False,6h Js,0,0,0,,1170,1170,1170,1170,0,40,40,0,0,0,gave up,-40
