buyin,tourn_id,table,hand_id,date,time,table_size,level,playing,seat,name,stack,position,action_pre,action_flop,action_turn,action_river,all_in,cards,board_flop,board_turn,board_river,combination,pot_pre,pot_flop,pot_turn,pot_river,ante,blinds,bet_pre,bet_flop,bet_turn,bet_river,result,balance
$0.92+$0.08,2929450288,1,215051507105,2020-06-07,18:15:09,3,1,3,1,fa538846,500,BTN,folds,x,x,x,False,8d Qh,0,0,0,,30,30,30,30,0,0,0,0,0,0,gave up,0
$0.92+$0.08,2929450288,1,215051507105,2020-06-07,18:15:09,3,1,3,2,676c5599,500,SB,folds,x,x,x,False,--,0,0,0,,30,30,30,30,0,10,10,0,0,0,gave up,-10
$0.92+$0.08,2929450288,1,215051507105,2020-06-07,18:15:09,3,1,3,3,7055f691,500,BB,x,x,x,x,False,--,0,0,0,,30,30,30,30,0,20,20,0,0,0,took chips,10
$0.92+$0.08,2929450288,1,215051520234,2020-06-07,18:15:23,3,1,3,1,fa538846,500,BB,raises,bets-doesn't,x,x,False,Ks 4s,Ad Kh 4c,0,0,,120,180,180,180,0,20,60,60,0,0,took chips,60
$0.92+$0.08,2929450288,1,215051520234,2020-06-07,18:15:23,3,1,3,2,676c5599,490,BTN,folds,x,x,x,False,--,Ad Kh 4c,0,0,,120,180,180,180,0,0,0,0,0,0,gave up,0
$0.92+$0.08,2929450288,1,215051520234,2020-06-07,18:15:23,3,1,3,3,7055f691,510,SB,calls-calls,checks-folds,x,x,False,--,Ad Kh 4c,0,0,,120,180,180,180,0,10,60,0,0,0,gave up,-60
$0.92+$0.08,2929450288,1,215051555272,2020-06-07,18:16:01,3,1,3,1,fa538846,560,SB,raises,bets-doesn't,x,x,False,Js Qh,7s Qc 9c,0,0,,120,240,240,240,0,10,60,120,0,0,took chips,60
$0.92+$0.08,2929450288,1,215051555272,2020-06-07,18:16:01,3,1,3,2,676c5599,490,BB,calls,folds,x,x,False,--,7s Qc 9c,0,0,,120,240,240,240,0,20,60,0,0,0,gave up,-60
$0.92+$0.08,2929450288,1,215051555272,2020-06-07,18:16:01,3,1,3,3,7055f691,450,BTN,folds,x,x,x,False,--,7s Qc 9c,0,0,,120,240,240,240,0,0,0,0,0,0,gave up,0
$0.92+$0.08,2929450288,1,215051571270,2020-06-07,18:16:18,3,1,3,1,fa538846,620,BTN,folds,x,x,x,False,8h 3h,0,0,0,,60,60,60,60,0,0,0,0,0,0,gave up,0
$0.92+$0.08,2929450288,1,215051571270,2020-06-07,18:16:18,3,1,3,2,676c5599,430,SB,raises,x,x,x,False,--,0,0,0,,60,60,60,60,0,10,40,0,0,0,took chips,20
$0.92+$0.08,2929450288,1,215051571270,2020-06-07,18:16:18,3,1,3,3,7055f691,450,BB,folds,x,x,x,False,--,0,0,0,,60,60,60,60,0,20,20,0,0,0,gave up,-20
$0.92+$0.08,2929450288,1,215051578316,2020-06-07,18:16:25,3,1,3,1,fa538846,620,BB,calls,folds,x,x,False,2c 8h,7s 2h Jc,0,0,,120,180,180,180,0,20,40,0,0,0,gave up,-40
$0.92+$0.08,2929450288,1,215051578316,2020-06-07,18:16:25,3,1,3,2,676c5599,450,BTN,raises,folds,x,x,False,--,7s 2h Jc,0,0,,120,180,180,180,0,0,40,0,0,0,gave up,-40
$0.92+$0.08,2929450288,1,215051578316,2020-06-07,18:16:25,3,1,3,3,7055f691,430,SB,calls,bets,x,x,False,--,7s 2h Jc,0,0,,120,180,180,180,0,10,40,60,0,0,took chips,80
$0.92+$0.08,2929450288,1,215051597283,2020-06-07,18:16:46,3,1,3,1,fa538846,580,SB,raises,bets-doesn't,x,x,False,Tc Ts,8d 5c 6d,0,0,,120,240,240,240,0,10,60,120,0,0,took chips,60
$0.92+$0.08,2929450288,1,215051597283,2020-06-07,18:16:46,3,1,3,2,676c5599,410,BB,calls,folds,x,x,False,--,8d 5c 6d,0,0,,120,240,240,240,0,20,60,0,0,0,gave up,-60
$0.92+$0.08,2929450288,1,215051597283,2020-06-07,18:16:46,3,1,3,3,7055f691,510,BTN,folds,x,x,x,False,--,8d 5c 6d,0,0,,120,240,240,240,0,0,0,0,0,0,gave up,0
$0.92+$0.08,2929450288,1,215051609297,2020-06-07,18:16:59,3,1,3,1,fa538846,640,BTN,raises,raises-doesn't,x,x,True,3s 3h,5s Qh 9c,0,0,,140,740,740,740,0,0,60,580,0,0,took chips,100
$0.92+$0.08,2929450288,1,215051609297,2020-06-07,18:16:59,3,1,3,2,676c5599,350,SB,calls,bets-folds,x,x,False,--,5s Qh 9c,0,0,,140,740,740,740,0,10,60,20,0,0,gave up,-80
$0.92+$0.08,2929450288,1,215051609297,2020-06-07,18:16:59,3,1,3,3,7055f691,510,BB,folds,x,x,x,False,--,5s Qh 9c,0,0,,140,740,740,740,0,20,20,0,0,0,gave up,-20
$0.92+$0.08,2929450288,1,215051626104,2020-06-07,18:17:17,3,1,3,1,fa538846,740,BB,checks,checks-folds,x,x,False,6c 3c,Jc 9s 4s,0,0,,60,100,100,100,0,20,20,0,0,0,gave up,-20
$0.92+$0.08,2929450288,1,215051626104,2020-06-07,18:17:17,3,1,3,2,676c5599,270,BTN,calls,bets,x,x,False,--,Jc 9s 4s,0,0,,60,100,100,100,0,0,20,40,0,0,took chips,40
$0.92+$0.08,2929450288,1,215051626104,2020-06-07,18:17:17,3,1,3,3,7055f691,490,SB,calls,checks-folds,x,x,False,--,Jc 9s 4s,0,0,,60,100,100,100,0,10,20,0,0,0,gave up,-20
$0.92+$0.08,2929450288,1,215051653388,2020-06-07,18:17:39,3,1,3,1,fa538846,720,SB,raises-doesn't,x,x,x,False,5h 6c,0,0,0,,80,80,80,80,0,10,60,0,0,0,took chips,20
$0.92+$0.08,2929450288,1,215051653388,2020-06-07,18:17:39,3,1,3,2,676c5599,310,BB,folds,x,x,x,False,--,0,0,0,,80,80,80,80,0,20,20,0,0,0,gave up,-20
$0.92+$0.08,2929450288,1,215051653388,2020-06-07,18:17:39,3,1,3,3,7055f691,470,BTN,folds,x,x,x,False,--,0,0,0,,80,80,80,80,0,0,0,0,0,0,gave up,0
$0.92+$0.08,2929450288,1,215051665855,2020-06-07,18:17:53,3,1,3,1,fa538846,740,BTN,folds,x,x,x,False,Qh 2d,0,0,0,,30,30,30,30,0,0,0,0,0,0,gave up,0
$0.92+$0.08,2929450288,1,215051665855,2020-06-07,18:17:53,3,1,3,2,676c5599,290,SB,folds,x,x,x,False,--,0,0,0,,30,30,30,30,0,10,10,0,0,0,gave up,-10
$0.92+$0.08,2929450288,1,215051665855,2020-06-07,18:17:53,3,1,3,3,7055f691,470,BB,x,x,x,x,False,--,0,0,0,,30,30,30,30,0,20,20,0,0,0,took chips,10
$0.92+$0.08,2929450288,1,215051670826,2020-06-07,18:17:58,3,1,3,1,fa538846,740,BB,calls,checks,checks-calls,checks-shows,False,9h 6c,Ac 6h 8h,5c,9d,"two pair, Nines and Sixes",120,120,240,240,0,20,40,0,60,0,won,140
$0.92+$0.08,2929450288,1,215051670826,2020-06-07,18:17:58,3,1,3,2,676c5599,280,BTN,calls-calls,checks,bets,checks-mucks,False,5s 3s,Ac 6h 8h,5c,9d,,120,120,240,240,0,0,40,0,60,0,lost,-100
$0.92+$0.08,2929450288,1,215051670826,2020-06-07,18:17:58,3,1,3,3,7055f691,480,SB,raises,checks,checks-folds,x,False,--,Ac 6h 8h,5c,9d,,120,120,240,240,0,10,40,0,0,0,gave up,-40
$0.92+$0.08,2929450288,1,215051713860,2020-06-07,18:18:44,3,2,3,1,fa538846,880,SB,folds,x,x,x,False,2h Ks,0,0,0,,105,105,105,105,0,15,15,0,0,0,gave up,-15
$0.92+$0.08,2929450288,1,215051713860,2020-06-07,18:18:44,3,2,3,2,676c5599,180,BB,folds,x,x,x,False,--,0,0,0,,105,105,105,105,0,30,30,0,0,0,gave up,-30
$0.92+$0.08,2929450288,1,215051713860,2020-06-07,18:18:44,3,2,3,3,7055f691,440,BTN,raises,x,x,x,False,--,0,0,0,,105,105,105,105,0,0,60,0,0,0,took chips,45
$0.92+$0.08,2929450288,1,215051725534,2020-06-07,18:18:57,3,2,3,1,fa538846,865,BTN,folds,x,x,x,False,9c 4h,0,0,0,,180,180,180,180,0,0,0,0,0,0,gave up,0
$0.92+$0.08,2929450288,1,215051725534,2020-06-07,18:18:57,3,2,3,2,676c5599,150,SB,raises,x,x,x,True,--,0,0,0,,180,180,180,180,0,15,150,0,0,0,took chips,30
$0.92+$0.08,2929450288,1,215051725534,2020-06-07,18:18:57,3,2,3,3,7055f691,485,BB,folds,x,x,x,False,--,0,0,0,,180,180,180,180,0,30,30,0,0,0,gave up,-30
$0.92+$0.08,2929450288,1,215051736233,2020-06-07,18:19:09,3,2,3,1,fa538846,865,BB,raises,x,x,shows,True,Jc As,4h Td 9h,Qs,7c,high card Ace,1500,1500,1500,1500,0,30,865,0,0,0,won,95
$0.92+$0.08,2929450288,1,215051736233,2020-06-07,18:19:09,3,2,3,2,676c5599,180,BTN,raises,x,x,shows,True,8c 8d,4h Td 9h,Qs,7c,a pair of Eights,1500,1500,1500,1500,0,0,180,0,0,0,won,360
$0.92+$0.08,2929450288,1,215051736233,2020-06-07,18:19:09,3,2,3,3,7055f691,455,SB,raises-calls,x,x,shows,True,Ah 6h,4h Td 9h,Qs,7c,high card Ace,1500,1500,1500,1500,0,15,455,0,0,0,lost,-455
$0.92+$0.08,2929450288,1,215051760087,2020-06-07,18:19:35,3,2,2,1,fa538846,960,SB,raises-doesn't,x,x,x,False,2d 9h,0,0,0,,120,120,120,120,0,15,90,0,0,0,took chips,30
$0.92+$0.08,2929450288,1,215051760087,2020-06-07,18:19:35,3,2,2,2,676c5599,540,BB,folds,x,x,x,False,--,0,0,0,,120,120,120,120,0,30,30,0,0,0,gave up,-30
$0.92+$0.08,2929450288,1,215051766624,2020-06-07,18:19:42,3,2,2,1,fa538846,990,BB,doesn't,x,x,x,False,6c 7d,0,0,0,,45,45,45,45,0,30,30,0,0,0,took chips,15
$0.92+$0.08,2929450288,1,215051766624,2020-06-07,18:19:42,3,2,2,2,676c5599,510,SB,folds,x,x,x,False,--,0,0,0,,45,45,45,45,0,15,15,0,0,0,gave up,-15
$0.92+$0.08,2929450288,1,215051771750,2020-06-07,18:19:47,3,2,2,1,fa538846,1005,SB,folds,x,x,x,False,3s 5h,0,0,0,,45,45,45,45,0,15,15,0,0,0,gave up,-15
$0.92+$0.08,2929450288,1,215051771750,2020-06-07,18:19:47,3,2,2,2,676c5599,495,BB,x,x,x,x,False,--,0,0,0,,45,45,45,45,0,30,30,0,0,0,took chips,15
$0.92+$0.08,2929450288,1,215051776061,2020-06-07,18:19:52,3,2,2,1,fa538846,990,BB,doesn't,x,x,x,False,Qc 6d,0,0,0,,45,45,45,45,0,30,30,0,0,0,took chips,15
$0.92+$0.08,2929450288,1,215051776061,2020-06-07,18:19:52,3,2,2,2,676c5599,510,SB,folds,x,x,x,False,--,0,0,0,,45,45,45,45,0,15,15,0,0,0,gave up,-15
$0.92+$0.08,2929450288,1,215051782369,2020-06-07,18:19:59,3,2,2,1,fa538846,1005,SB,raises,calls,x,shows,False,As Kd,Jc 6c 5d,Kh,Kc,"three of a kind, Kings",180,990,990,990,0,15,90,405,0,0,won,495
$0.92+$0.08,2929450288,1,215051782369,2020-06-07,18:19:59,3,2,2,2,676c5599,495,BB,calls,bets,x,shows,True,6h 2h,Jc 6c 5d,Kh,Kc,"two pair, Kings and Sixes",180,990,990,990,0,30,90,405,0,0,lost,-495
$0.92+$0.08,2930207257,1,215086117864,2020-06-08,16:06:19,3,1,3,1,a073d05a,500,BTN,folds,x,x,x,False,--,9d 9h Ah,0,0,,120,620,620,620,0,0,0,0,0,0,gave up,0
$0.92+$0.08,2930207257,1,215086117864,2020-06-08,16:06:19,3,1,3,2,fa538846,500,SB,raises,bets-folds,x,x,False,4c 3d,9d 9h Ah,0,0,,120,620,620,620,0,10,60,60,0,0,gave up,-120
$0.92+$0.08,2930207257,1,215086117864,2020-06-08,16:06:19,3,1,3,3,87d3a077,500,BB,calls,raises-doesn't,x,x,True,--,9d 9h Ah,0,0,,120,620,620,620,0,20,60,440,0,0,took chips,120
$0.92+$0.08,2930207257,1,215086147630,2020-06-08,16:06:39,3,1,3,1,a073d05a,500,BB,folds,x,x,x,False,--,0,0,0,,100,100,100,100,0,20,20,0,0,0,gave up,-20
$0.92+$0.08,2930207257,1,215086147630,2020-06-08,16:06:39,3,1,3,2,fa538846,380,BTN,raises-doesn't,x,x,x,False,Js Jh,0,0,0,,100,100,100,100,0,0,70,0,0,0,took chips,30
$0.92+$0.08,2930207257,1,215086147630,2020-06-08,16:06:39,3,1,3,3,87d3a077,620,SB,folds,x,x,x,False,--,0,0,0,,100,100,100,100,0,10,10,0,0,0,gave up,-10
$0.92+$0.08,2930207257,1,215086163752,2020-06-08,16:06:50,3,1,3,1,a073d05a,480,SB,calls-folds,x,x,x,False,--,8c 4d Jh,Qd,4c,,860,860,860,860,0,10,40,0,0,0,gave up,-40
$0.92+$0.08,2930207257,1,215086163752,2020-06-08,16:06:50,3,1,3,2,fa538846,410,BB,raises,x,x,shows,True,6h As,8c 4d Jh,Qd,4c,a pair of Fours,860,860,860,860,0,20,410,0,0,0,lost,-410
$0.92+$0.08,2930207257,1,215086163752,2020-06-08,16:06:50,3,1,3,3,87d3a077,610,BTN,raises-calls,x,x,shows,False,7d 7s,8c 4d Jh,Qd,4c,"two pair, Sevens and Fours",860,860,860,860,0,0,410,0,0,0,won,450
$0.92+$0.08,2930208629,1,215086254556,2020-06-08,16:07:53,3,1,3,1,cdbd79a3,500,BTN,folds,x,x,x,False,--,Ks 7h Js,Tc,0,,120,240,860,860,0,0,0,0,0,0,gave up,0
$0.92+$0.08,2930208629,1,215086254556,2020-06-08,16:07:53,3,1,3,2,fa538846,500,SB,raises,bets,bets-folds,x,False,7d 2s,Ks 7h Js,Tc,0,,120,240,860,860,0,10,60,60,240,0,gave up,-360
$0.92+$0.08,2930208629,1,215086254556,2020-06-08,16:07:53,3,1,3,3,cb9ff3c8,500,BB,calls,calls,raises-doesn't,x,True,--,Ks 7h Js,Tc,0,,120,240,860,860,0,20,60,60,380,0,took chips,360
$0.92+$0.08,2930208629,1,215086292745,2020-06-08,16:08:21,3,1,3,1,cdbd79a3,500,BB,raises,x,x,shows,True,Jh Ac,6h 9d 6d,2h,8d,a pair of Sixes,1000,1000,1000,1000,0,20,500,0,0,0,won,500
$0.92+$0.08,2930208629,1,215086292745,2020-06-08,16:08:21,3,1,3,2,fa538846,140,BTN,folds,x,x,x,False,2d 3s,6h 9d 6d,2h,8d,,1000,1000,1000,1000,0,0,0,0,0,0,gave up,0
$0.92+$0.08,2930208629,1,215086292745,2020-06-08,16:08:21,3,1,3,3,cb9ff3c8,860,SB,calls-calls,x,x,shows,False,Ad 7c,6h 9d 6d,2h,8d,a pair of Sixes,1000,1000,1000,1000,0,10,500,0,0,0,lost,-500
$0.92+$0.08,2930208629,1,215086317719,2020-06-08,16:08:39,3,1,3,1,cdbd79a3,1000,SB,calls,x,x,shows,False,Jd Kc,As 3s 3c,Qs,2h,a pair of Threes,740,740,740,740,0,10,360,0,0,0,lost,-360
$0.92+$0.08,2930208629,1,215086317719,2020-06-08,16:08:39,3,1,3,2,fa538846,140,BB,folds,x,x,x,False,Qd 6h,As 3s 3c,Qs,2h,,740,740,740,740,0,20,20,0,0,0,gave up,-20
$0.92+$0.08,2930208629,1,215086317719,2020-06-08,16:08:39,3,1,3,3,cb9ff3c8,360,BTN,raises,x,x,shows,True,2d Ad,As 3s 3c,Qs,2h,"two pair, Aces and Threes",740,740,740,740,0,0,360,0,0,0,won,380
$0.92+$0.08,2930208629,1,215086338566,2020-06-08,16:08:54,3,1,3,1,cdbd79a3,640,BTN,raises-calls,folds,x,x,False,--,Ah Jd Ac,Kh,8h,,360,980,980,980,0,0,120,0,0,0,gave up,-120
$0.92+$0.08,2930208629,1,215086338566,2020-06-08,16:08:54,3,1,3,2,fa538846,120,SB,raises,x,x,shows,True,Ks 8c,Ah Jd Ac,Kh,8h,"two pair, Aces and Kings",360,980,980,980,0,10,120,0,0,0,won,60
$0.92+$0.08,2930208629,1,215086338566,2020-06-08,16:08:54,3,1,3,3,cb9ff3c8,740,BB,calls,bets,x,shows,True,Jc Kd,Ah Jd Ac,Kh,8h,"two pair, Aces and Kings",360,980,980,980,0,20,120,620,0,0,won,60
$0.92+$0.08,2930208629,1,215086383490,2020-06-08,16:09:30,3,1,3,1,cdbd79a3,520,BB,checks,folds,x,x,False,--,Ts Jc 6d,0,0,,40,80,80,80,0,20,20,0,0,0,gave up,-20
$0.92+$0.08,2930208629,1,215086383490,2020-06-08,16:09:30,3,1,3,2,fa538846,180,BTN,folds,x,x,x,False,3c 7h,Ts Jc 6d,0,0,,40,80,80,80,0,0,0,0,0,0,gave up,0
$0.92+$0.08,2930208629,1,215086383490,2020-06-08,16:09:30,3,1,3,3,cb9ff3c8,800,SB,calls,bets-doesn't,x,x,False,--,Ts Jc 6d,0,0,,40,80,80,80,0,10,20,40,0,0,took chips,20
$0.92+$0.08,2930208629,1,215086429529,2020-06-08,16:10:09,3,2,3,1,cdbd79a3,500,SB,calls-calls,x,x,shows,False,5s Js,7d Jc 6s,8c,Qc,a pair of Jacks,390,390,390,390,0,15,180,0,0,0,won,210
$0.92+$0.08,2930208629,1,215086429529,2020-06-08,16:10:09,3,2,3,2,fa538846,180,BB,raises,x,x,shows,True,Ah 2s,7d Jc 6s,8c,Qc,high card Ace,390,390,390,390,0,30,180,0,0,0,lost,-180
$0.92+$0.08,2930208629,1,215086429529,2020-06-08,16:10:09,3,2,3,3,cb9ff3c8,820,BTN,calls-folds,x,x,x,False,--,7d Jc 6s,8c,Qc,,390,390,390,390,0,0,30,0,0,0,gave up,-30
$0.92+$0.08,2930302386,1,215091313989,2020-06-08,17:41:02,3,1,3,1,ab7d5db6,500,BTN,raises,calls,folds,x,False,--,Jh 3c 2h,9c,0,,90,270,640,640,0,0,40,90,0,0,gave up,-130
$0.92+$0.08,2930302386,1,215091313989,2020-06-08,17:41:02,3,1,3,2,3b2ff38c,500,SB,folds,x,x,x,False,--,Jh 3c 2h,9c,0,,90,270,640,640,0,10,10,0,0,0,gave up,-10
$0.92+$0.08,2930302386,1,215091313989,2020-06-08,17:41:02,3,1,3,3,fa538846,500,BB,calls,bets,bets-doesn't,x,True,Ks 3s,Jh 3c 2h,9c,0,,90,270,640,640,0,20,40,90,370,0,took chips,140
$0.92+$0.08,2930302386,1,215091327810,2020-06-08,17:41:18,3,1,3,1,ab7d5db6,370,BB,doesn't,x,x,x,False,--,0,0,0,,30,30,30,30,0,20,20,0,0,0,took chips,10
$0.92+$0.08,2930302386,1,215091327810,2020-06-08,17:41:18,3,1,3,2,3b2ff38c,490,BTN,folds,x,x,x,False,--,0,0,0,,30,30,30,30,0,0,0,0,0,0,gave up,0
$0.92+$0.08,2930302386,1,215091327810,2020-06-08,17:41:18,3,1,3,3,fa538846,640,SB,folds,x,x,x,False,Ts 4c,0,0,0,,30,30,30,30,0,10,10,0,0,0,gave up,-10
$0.92+$0.08,2930302386,1,215091340888,2020-06-08,17:41:34,3,1,3,1,ab7d5db6,380,SB,raises,bets-calls,bets-calls,bets-shows,True,9s Qs,9d 3d 4s,Th,Qd,"two pair, Queens and Nines",80,160,360,760,0,10,40,40,100,200,won,380
$0.92+$0.08,2930302386,1,215091340888,2020-06-08,17:41:34,3,1,3,2,3b2ff38c,490,BB,calls,raises,raises,calls-shows,False,9h 3h,9d 3d 4s,Th,Qd,"two pair, Nines and Threes",80,160,360,760,0,20,40,40,100,200,lost,-380
$0.92+$0.08,2930302386,1,215091340888,2020-06-08,17:41:34,3,1,3,3,fa538846,630,BTN,folds,x,x,x,False,5c 4d,9d 3d 4s,Th,Qd,,80,160,360,760,0,0,0,0,0,0,gave up,0
$0.92+$0.08,2930302386,1,215091365334,2020-06-08,17:42:04,3,1,3,1,ab7d5db6,760,BTN,folds,x,x,x,False,--,0,0,0,,130,130,130,130,0,0,0,0,0,0,gave up,0
$0.92+$0.08,2930302386,1,215091365334,2020-06-08,17:42:04,3,1,3,2,3b2ff38c,110,SB,raises-doesn't,x,x,x,True,--,0,0,0,,130,130,130,130,0,10,110,0,0,0,took chips,20
$0.92+$0.08,2930302386,1,215091365334,2020-06-08,17:42:04,3,1,3,3,fa538846,630,BB,folds,x,x,x,False,4s Qh,0,0,0,,130,130,130,130,0,20,20,0,0,0,gave up,-20
$0.92+$0.08,2930302386,1,215091376976,2020-06-08,17:42:18,3,1,3,1,ab7d5db6,760,BB,calls,x,x,shows,False,9d Js,Qd As 6s,7s,8s,"a flush, Ace high",270,270,270,270,0,20,130,0,0,0,won,140
$0.92+$0.08,2930302386,1,215091376976,2020-06-08,17:42:18,3,1,3,2,3b2ff38c,130,BTN,raises,x,x,shows,True,Jc Th,Qd As 6s,7s,8s,high card Ace,270,270,270,270,0,0,130,0,0,0,lost,-130
$0.92+$0.08,2930302386,1,215091376976,2020-06-08,17:42:18,3,1,3,3,fa538846,610,SB,folds,x,x,x,False,8h Kh,Qd As 6s,7s,8s,,270,270,270,270,0,10,10,0,0,0,gave up,-10
$0.92+$0.08,2930302386,1,215091403733,2020-06-08,17:42:50,3,1,2,1,ab7d5db6,900,SB,raises,calls,calls,calls-shows,False,Qs 6h,4d 8s 8d,6d,8c,"a full house, Eights full of Sixes",80,160,480,1200,0,10,40,40,160,360,won,600
$0.92+$0.08,2930302386,1,215091403733,2020-06-08,17:42:50,3,1,2,3,fa538846,600,BB,calls,bets,bets,bets-shows,True,2d Th,4d 8s 8d,6d,8c,"three of a kind, Eights",80,160,480,1200,0,20,40,40,160,360,lost,-600
$0.92+$0.08,2930357797,1,215093935016,2020-06-08,18:36:56,3,1,3,1,29e8c1f3,500,BTN,raises,folds,x,x,False,--,7s 6h 9c,0,0,,140,580,580,580,0,0,60,0,0,0,gave up,-60
$0.92+$0.08,2930357797,1,215093935016,2020-06-08,18:36:56,3,1,3,2,fa538846,500,SB,calls,bets-doesn't,x,x,True,5s 8h,7s 6h 9c,0,0,,140,580,580,580,0,10,60,440,0,0,took chips,80
$0.92+$0.08,2930357797,1,215093935016,2020-06-08,18:36:56,3,1,3,3,eba9406c,500,BB,folds,x,x,x,False,--,7s 6h 9c,0,0,,140,580,580,580,0,20,20,0,0,0,gave up,-20
$0.92+$0.08,2930357797,1,215093948993,2020-06-08,18:37:15,3,1,3,1,29e8c1f3,440,BB,raises,checks,folds,x,False,--,Qd Kd 5s,Ks,0,,360,360,660,660,0,20,180,0,0,0,gave up,-180
$0.92+$0.08,2930357797,1,215093948993,2020-06-08,18:37:15,3,1,3,2,fa538846,580,BTN,folds,x,x,x,False,9h Kh,Qd Kd 5s,Ks,0,,360,360,660,660,0,0,0,0,0,0,gave up,0
$0.92+$0.08,2930357797,1,215093948993,2020-06-08,18:37:15,3,1,3,3,eba9406c,480,SB,raises-calls,checks,bets-doesn't,x,True,--,Qd Kd 5s,Ks,0,,360,360,660,660,0,10,180,0,300,0,took chips,180
$0.92+$0.08,2930357797,1,215093980821,2020-06-08,18:37:57,3,1,3,1,29e8c1f3,260,SB,calls,checks-folds,x,x,False,--,Ts Jh 2c,0,0,,40,80,80,80,0,10,20,0,0,0,gave up,-20
$0.92+$0.08,2930357797,1,215093980821,2020-06-08,18:37:57,3,1,3,2,fa538846,580,BB,checks,bets-doesn't,x,x,False,Jc 6d,Ts Jh 2c,0,0,,40,80,80,80,0,20,20,40,0,0,took chips,20
$0.92+$0.08,2930357797,1,215093980821,2020-06-08,18:37:57,3,1,3,3,eba9406c,660,BTN,folds,x,x,x,False,--,Ts Jh 2c,0,0,,40,80,80,80,0,0,0,0,0,0,gave up,0
$0.92+$0.08,2930357797,1,215093993239,2020-06-08,18:38:14,3,1,3,1,29e8c1f3,240,BTN,calls,calls,bets-doesn't,x,True,--,2d Jc 8c,9d,0,,60,120,310,310,0,0,20,30,190,0,took chips,70
$0.92+$0.08,2930357797,1,215093993239,2020-06-08,18:38:14,3,1,3,2,fa538846,600,SB,calls,bets,checks-folds,x,False,6s 7s,2d Jc 8c,9d,0,,60,120,310,310,0,10,20,30,0,0,gave up,-50
$0.92+$0.08,2930357797,1,215093993239,2020-06-08,18:38:14,3,1,3,3,eba9406c,660,BB,checks,folds,x,x,False,--,2d Jc 8c,9d,0,,60,120,310,310,0,20,20,0,0,0,gave up,-20
$0.92+$0.08,2930357797,1,215094017033,2020-06-08,18:38:46,3,1,3,1,29e8c1f3,310,BB,raises,x,x,shows,True,8s 8h,8d 4s 9c,9s,2d,"a full house, Eights full of Nines",620,620,620,620,0,20,310,0,0,0,won,310
$0.92+$0.08,2930357797,1,215094017033,2020-06-08,18:38:46,3,1,3,2,fa538846,550,BTN,folds,x,x,x,False,4d 3d,8d 4s 9c,9s,2d,,620,620,620,620,0,0,0,0,0,0,gave up,0
$0.92+$0.08,2930357797,1,215094017033,2020-06-08,18:38:46,3,1,3,3,eba9406c,640,SB,raises-calls,x,x,shows,False,Kh As,8d 4s 9c,9s,2d,a pair of Nines,620,620,620,620,0,10,310,0,0,0,lost,-310
$0.92+$0.08,2930357797,1,215094030202,2020-06-08,18:39:04,3,1,3,1,29e8c1f3,620,SB,raises-raises,x,x,shows,True,7d 7c,Qs 5d 8c,5c,4s,"two pair, Sevens and Fives",1170,1170,1170,1170,0,10,620,0,0,0,won,550
$0.92+$0.08,2930357797,1,215094030202,2020-06-08,18:39:04,3,1,3,2,fa538846,550,BB,raises-calls,x,x,shows,True,As 9h,Qs 5d 8c,5c,4s,a pair of Fives,1170,1170,1170,1170,0,20,550,0,0,0,lost,-550
$0.92+$0.08,2930357797,1,215094030202,2020-06-08,18:39:04,3,1,3,3,eba9406c,330,BTN,folds,x,x,x,False,--,Qs 5d 8c,5c,4s,,1170,1170,1170,1170,0,0,0,0,0,0,gave up,0
$0.92+$0.08,2930380798,1,215094961925,2020-06-08,19:01:46,3,1,3,1,e62d21d3,500,BTN,folds,x,x,x,False,--,0,0,0,,560,560,560,560,0,0,0,0,0,0,gave up,0
$0.92+$0.08,2930380798,1,215094961925,2020-06-08,19:01:46,3,1,3,2,fa538846,500,SB,raises-folds,x,x,x,False,6h 3s,0,0,0,,560,560,560,560,0,10,60,0,0,0,gave up,-60
$0.92+$0.08,2930380798,1,215094961925,2020-06-08,19:01:46,3,1,3,3,464b4f58,500,BB,raises-doesn't,x,x,x,True,--,0,0,0,,560,560,560,560,0,20,500,0,0,0,took chips,60
$0.92+$0.08,2930380798,1,215094971179,2020-06-08,19:02:00,3,1,3,1,e62d21d3,500,BB,folds,x,x,x,False,--,3d 6d 5h,As,9h,,1020,1020,1020,1020,0,20,20,0,0,0,gave up,-20
$0.92+$0.08,2930380798,1,215094971179,2020-06-08,19:02:00,3,1,3,2,fa538846,440,BTN,raises-calls,x,x,shows,True,Kd Qh,3d 6d 5h,As,9h,high card Ace,1020,1020,1020,1020,0,0,440,0,0,0,lost,-440
$0.92+$0.08,2930380798,1,215094971179,2020-06-08,19:02:00,3,1,3,3,464b4f58,560,SB,raises,x,x,shows,True,4h 7h,3d 6d 5h,As,9h,"a straight, Three to Seven",1020,1020,1020,1020,0,10,560,0,0,0,won,460
$0.92+$0.08,2930381574,1,215094997269,2020-06-08,19:02:39,3,1,3,1,8c45288d,500,BTN,folds,x,x,x,False,--,Jd 3c 3s,0,0,,40,80,80,80,0,0,0,0,0,0,gave up,0
$0.92+$0.08,2930381574,1,215094997269,2020-06-08,19:02:39,3,1,3,2,fa538846,500,SB,calls,bets-doesn't,x,x,False,Kd Kc,Jd 3c 3s,0,0,,40,80,80,80,0,10,20,40,0,0,took chips,20
